district,M_0_299_DS_DS_Sept_house_n,M_0_299_DS_DS_Sept_house_pc,M_0_299_DS_DS_sd_row_tce_hs_t_n,M_0_299_DS_DS_sd_row_tce_hs_t_pc,M_0_299_DS_DS_Flat_apart_n,M_0_299_DS_DS_Flat_apart_pc,M_0_299_DS_DS_Other_dwg_n,M_0_299_DS_DS_Other_dwg_pc,M_0_299_DS_ns_n,M_0_299_DS_ns_pc,M_0_299_Tot_n,M_0_299_Tot_pc,M_300_449_DS_Separate_hse_n,M_300_449_DS_Separate_hse_pc,M_300_449_DS_sd_row_tc_hse_th_n,M_300_449_DS_sd_row_tc_hse_th_pc,M_300_449_DS_Flat_apart_n,M_300_449_DS_Flat_apart_pc,M_300_449_DS_Other_dwg_n,M_300_449_DS_Other_dwg_pc,M_300_449_DS_ns_n,M_300_449_DS_ns_pc,M_300_449_Tot_n,M_300_449_Tot_pc,M_450_599_DS_Separate_hse_n,M_450_599_DS_Separate_hse_pc,M_450_599_DS_sd_row_tce_hs_th_n,M_450_599_DS_sd_row_tce_hs_th_pc,M_450_599_DS_Flat_apart_n,M_450_599_DS_Flat_apart_pc,M_450_599_DS_Other_dwg_n,M_450_599_DS_Other_dwg_pc,M_450_599_DS_ns_n,M_450_599_DS_ns_pc,M_450_599_Tot_n,M_450_599_Tot_pc,M_600_799_DS_Separate_hse_n,M_600_799_DS_Separate_hse_pc,M_600_799_DS_sd_row_tc_hs_th_n,M_600_799_DS_sd_row_tc_hs_th_pc,M_600_799_DS_Flat_apart_n,M_600_799_DS_Flat_apart_pc,M_600_799_DS_Other_dwg_n,M_600_799_DS_Other_dwg_pc,M_600_799_DS_ns_n,M_600_799_DS_ns_pc,M_600_799_Tot_n,M_600_799_Tot_pc,M_800_999_DS_Separate_hse_n,M_800_999_DS_Separate_hse_pc,M_800_999_DS_sd_row_tc_hs_th_n,M_800_999_DS_sd_row_tc_hs_th_pc,M_800_999_DS_Flat_apart_n,M_800_999_DS_Flat_apart_pc,M_800_999_DS_Other_dwg_n,M_800_999_DS_Other_dwg_pc,M_800_999_DS_ns_n,M_800_999_DS_ns_pc,M_800_999_Tot_n,M_800_999_Tot_pc,M_1000_1399_DS_Separate_hse_n,M_1000_1399_DS_Separate_hse_pc,M_1000_1399_DS_sd_rw_tc_h_th_n,M_1000_1399_DS_sd_rw_tc_h_th_pc,M_1000_1399_DS_Flat_apart_n,M_1000_1399_DS_Flat_apart_pc,M_1000_1399_DS_Other_dwg_n,M_1000_1399_DS_Other_dwg_pc,M_1000_1399_DS_ns_n,M_1000_1399_DS_ns_pc,M_1000_1399_Tot_n,M_1000_1399_Tot_pc,M_1400_1799_DS_Separate_hse_n,M_1400_1799_DS_Separate_hse_pc,M_1400_1799_DS_sd_rw_tc_h_th_n,M_1400_1799_DS_sd_rw_tc_h_th_pc,M_1400_1799_DS_Flat_apart_n,M_1400_1799_DS_Flat_apart_pc,M_1400_1799_DS_Other_dwg_n,M_1400_1799_DS_Other_dwg_pc,M_1400_1799_DS_ns_n,M_1400_1799_DS_ns_pc,M_1400_1799_Tot_n,M_1400_1799_Tot_pc,M_1800_2399_DS_Separate_hse_n,M_1800_2399_DS_Separate_hse_pc,M_1800_2399_DS_sd_rw_tc_h_th_n,M_1800_2399_DS_sd_rw_tc_h_th_pc,M_1800_2399_DS_Flat_apart_n,M_1800_2399_DS_Flat_apart_pc,M_1800_2399_DS_Other_dwg_n,M_1800_2399_DS_Other_dwg_pc,M_1800_2399_DS_ns_n,M_1800_2399_DS_ns_pc,M_1800_2399_Tot_n,M_1800_2399_Tot_pc,M_2400_2999_DS_Separate_hse_n,M_2400_2999_DS_Separate_hse_pc,M_2400_2999_DS_sd_rw_tc_h_th_n,M_2400_2999_DS_sd_rw_tc_h_th_pc,M_2400_2999_DS_Flat_apart_n,M_2400_2999_DS_Flat_apart_pc,M_2400_2999_DS_Other_dwg_n,M_2400_2999_DS_Other_dwg_pc,M_2400_2999_DS_ns_n,M_2400_2999_DS_ns_pc,M_2400_2999_Tot_n,M_2400_2999_Tot_pc,M_3000_3999_DS_Separate_hse_n,M_3000_3999_DS_Separate_hse_pc,M_3000_3999_DS_sd_rw_tc_h_th_n,M_3000_3999_DS_sd_rw_tc_h_th_pc,M_3000_3999_DS_Flt_apart_n,M_3000_3999_DS_Flt_apart_pc,M_3000_3999_DS_Other_dwg_n,M_3000_3999_DS_Other_dwg_pc,M_3000_3999_DS_ns_n,M_3000_3999_DS_ns_pc,M_3000_3999_Tot_n,M_3000_3999_Tot_pc,M_4000_over_DS_Separate_hse_n,M_4000_over_DS_Separate_hse_pc,M_4000_ov_DS_sd_rw_tce_hs_th_n,M_4000_ov_DS_sd_rw_tce_hs_th_pc,M_4000_over_DS_Flat_apart_n,M_4000_over_DS_Flat_apart_pc,M_4000_over_DS_Other_dwg_n,M_4000_over_DS_Other_dwg_pc,M_4000_DS_over_ns_n,M_4000_DS_over_ns_pc,M_4000_over_Tot_n,M_4000_over_Tot_pc,Mort_Rpmnt_ns_DS_Separat_hs_n,Mort_Rpmnt_ns_DS_Separat_hs_pc,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th_n,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th_pc,Mrt_Rpmt_ns_DS_Flat_apart_n,Mrt_Rpmt_ns_DS_Flat_apart_pc,Mort_Rpmnt_ns_DS_Other_dwg_n,Mort_Rpmnt_ns_DS_Other_dwg_pc,Mort_Rpmnt_ns_DS_ns_n,Mort_Rpmnt_ns_DS_ns_pc,Mort_Rpmnt_ns_Total_n,Mort_Rpmnt_ns_Total_pc,Tot_DS_Separate_hse_n,Tot_DS_Separate_hse_pc,Tot_DS_sd_row_tce_hse_thse_n,Tot_DS_sd_row_tce_hse_thse_pc,Tot_DS_Flat_apartment_n,Tot_DS_Flat_apartment_pc,Tot_DS_Other_dwg_n,Tot_DS_Other_dwg_pc,Tot_DS_ns_n,Tot_DS_ns_pc,Tot_Tot_n,Tot_Tot_pc,Tot_Tot_total
Gippsland East,329.0,0.0441,8.0,0.0011,0.0,0.0,0.0,0.0,0.0,0.0,358.0,0.0479,241.0,0.0323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.0,0.0346,202.0,0.0271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.0,0.0288,460.0,0.0616,5.0,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,476.0,0.0637,688.0,0.0921,6.0,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,703.0,0.0941,1811.0,0.2425,3.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,1843.0,0.2468,1344.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1368.0,0.1832,942.0,0.1262,3.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.1272,216.0,0.0289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0,0.0289,192.0,0.0257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.0,0.0258,110.0,0.0147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0147,383.0,0.0513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.0,0.0529,7320.0,0.9803,84.0,0.0112,6.0,0.0008,0.0,0.0,4.0,0.0005,7467.0,1.0,7467.0
Gippsland South,401.0,0.0479,7.0,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,437.0,0.0522,266.0,0.0318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.0,0.032,225.0,0.0269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.0,0.0277,488.0,0.0583,4.0,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,505.0,0.0603,733.0,0.0875,12.0,0.0014,3.0,0.0004,0.0,0.0,0.0,0.0,745.0,0.089,1839.0,0.2196,4.0,0.0005,4.0,0.0005,0.0,0.0,0.0,0.0,1893.0,0.226,1536.0,0.1834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1558.0,0.186,1136.0,0.1356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1147.0,0.137,401.0,0.0479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,405.0,0.0484,284.0,0.0339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291.0,0.0347,189.0,0.0226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0239,480.0,0.0573,6.0,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,505.0,0.0603,8191.0,0.978,89.0,0.0106,11.0,0.0013,13.0,0.0016,0.0,0.0,8375.0,1.0,8375.0
Glen Waverley,545.0,0.0619,32.0,0.0036,10.0,0.0011,0.0,0.0,0.0,0.0,633.0,0.0719,61.0,0.0069,3.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0093,53.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0076,94.0,0.0107,4.0,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0119,106.0,0.012,16.0,0.0018,3.0,0.0003,0.0,0.0,0.0,0.0,146.0,0.0166,445.0,0.0505,26.0,0.003,24.0,0.0027,0.0,0.0,0.0,0.0,534.0,0.0606,522.0,0.0593,52.0,0.0059,46.0,0.0052,0.0,0.0,0.0,0.0,649.0,0.0737,1043.0,0.1184,133.0,0.0151,88.0,0.01,0.0,0.0,0.0,0.0,1339.0,0.1521,807.0,0.0916,91.0,0.0103,50.0,0.0057,0.0,0.0,0.0,0.0,1027.0,0.1166,1352.0,0.1535,116.0,0.0132,18.0,0.002,0.0,0.0,0.0,0.0,1548.0,0.1758,1509.0,0.1714,53.0,0.006,14.0,0.0016,0.0,0.0,0.0,0.0,1611.0,0.1829,478.0,0.0543,34.0,0.0039,8.0,0.0009,0.0,0.0,0.0,0.0,577.0,0.0655,7502.0,0.8519,887.0,0.1007,325.0,0.0369,0.0,0.0,0.0,0.0,8806.0,1.0,8806.0
Greenvale,424.0,0.039,15.0,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,479.0,0.0441,135.0,0.0124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,0.0133,91.0,0.0084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0105,250.0,0.023,13.0,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,273.0,0.0251,334.0,0.0307,31.0,0.0029,0.0,0.0,0.0,0.0,0.0,0.0,377.0,0.0347,1264.0,0.1163,101.0,0.0093,3.0,0.0003,0.0,0.0,0.0,0.0,1402.0,0.129,1750.0,0.161,180.0,0.0166,12.0,0.0011,0.0,0.0,0.0,0.0,1963.0,0.1806,2525.0,0.2323,118.0,0.0109,0.0,0.0,0.0,0.0,0.0,0.0,2641.0,0.2429,1010.0,0.0929,7.0,0.0006,0.0,0.0,0.0,0.0,4.0,0.0004,1045.0,0.0961,686.0,0.0631,4.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,707.0,0.065,430.0,0.0396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,445.0,0.0409,811.0,0.0746,37.0,0.0034,3.0,0.0003,0.0,0.0,0.0,0.0,895.0,0.0823,10053.0,0.9248,782.0,0.0719,25.0,0.0023,0.0,0.0,4.0,0.0004,10871.0,1.0,10871.0
Hastings,429.0,0.0397,13.0,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,482.0,0.0446,147.0,0.0136,15.0,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,195.0,0.018,88.0,0.0081,4.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0116,264.0,0.0244,20.0,0.0018,0.0,0.0,0.0,0.0,0.0,0.0,329.0,0.0304,416.0,0.0385,26.0,0.0024,0.0,0.0,0.0,0.0,0.0,0.0,480.0,0.0444,1154.0,0.1067,191.0,0.0177,9.0,0.0008,0.0,0.0,0.0,0.0,1393.0,0.1288,1652.0,0.1528,219.0,0.0202,0.0,0.0,0.0,0.0,0.0,0.0,1937.0,0.1791,2432.0,0.2249,186.0,0.0172,0.0,0.0,0.0,0.0,0.0,0.0,2608.0,0.2411,1133.0,0.1048,26.0,0.0024,0.0,0.0,0.0,0.0,0.0,0.0,1172.0,0.1084,822.0,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,841.0,0.0778,435.0,0.0402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,463.0,0.0428,582.0,0.0538,36.0,0.0033,0.0,0.0,0.0,0.0,0.0,0.0,649.0,0.06,9771.0,0.9035,987.0,0.0913,17.0,0.0016,0.0,0.0,0.0,0.0,10815.0,1.0,10815.0
Hawthorn,314.0,0.0395,36.0,0.0045,55.0,0.0069,0.0,0.0,0.0,0.0,501.0,0.0631,6.0,0.0008,4.0,0.0005,3.0,0.0004,0.0,0.0,0.0,0.0,35.0,0.0044,9.0,0.0011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0037,3.0,0.0004,0.0,0.0,17.0,0.0021,0.0,0.0,0.0,0.0,46.0,0.0058,41.0,0.0052,14.0,0.0018,41.0,0.0052,0.0,0.0,0.0,0.0,111.0,0.014,148.0,0.0186,49.0,0.0062,250.0,0.0315,0.0,0.0,0.0,0.0,499.0,0.0628,118.0,0.0149,35.0,0.0044,439.0,0.0553,0.0,0.0,0.0,0.0,664.0,0.0836,335.0,0.0422,131.0,0.0165,553.0,0.0696,0.0,0.0,0.0,0.0,1085.0,0.1366,225.0,0.0283,123.0,0.0155,222.0,0.028,0.0,0.0,0.0,0.0,638.0,0.0803,423.0,0.0533,205.0,0.0258,163.0,0.0205,0.0,0.0,0.0,0.0,923.0,0.1162,1814.0,0.2284,442.0,0.0557,94.0,0.0118,0.0,0.0,0.0,0.0,2487.0,0.3132,328.0,0.0413,60.0,0.0076,48.0,0.006,0.0,0.0,0.0,0.0,557.0,0.0701,4195.0,0.5283,1449.0,0.1825,2325.0,0.2928,7.0,0.0009,0.0,0.0,7941.0,1.0,7941.0
Ivanhoe,362.0,0.045,29.0,0.0036,7.0,0.0009,0.0,0.0,0.0,0.0,434.0,0.054,71.0,0.0088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0106,11.0,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0045,75.0,0.0093,8.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0123,107.0,0.0133,14.0,0.0017,14.0,0.0017,0.0,0.0,0.0,0.0,165.0,0.0205,439.0,0.0546,107.0,0.0133,77.0,0.0096,0.0,0.0,0.0,0.0,661.0,0.0822,445.0,0.0554,141.0,0.0175,140.0,0.0174,0.0,0.0,0.0,0.0,807.0,0.1004,920.0,0.1145,361.0,0.0449,143.0,0.0178,0.0,0.0,0.0,0.0,1508.0,0.1876,702.0,0.0873,201.0,0.025,48.0,0.006,0.0,0.0,0.0,0.0,1020.0,0.1269,1012.0,0.1259,143.0,0.0178,37.0,0.0046,0.0,0.0,0.0,0.0,1213.0,0.1509,1047.0,0.1303,54.0,0.0067,3.0,0.0004,0.0,0.0,0.0,0.0,1194.0,0.1486,327.0,0.0407,46.0,0.0057,31.0,0.0039,0.0,0.0,0.0,0.0,466.0,0.058,5998.0,0.7463,1428.0,0.1777,599.0,0.0745,0.0,0.0,0.0,0.0,8037.0,1.0,8037.0
Kalkallo,324.0,0.0197,3.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,347.0,0.0211,67.0,0.0041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0046,50.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.003,152.0,0.0092,6.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,153.0,0.0093,267.0,0.0162,16.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,314.0,0.0191,1474.0,0.0896,125.0,0.0076,9.0,0.0005,0.0,0.0,0.0,0.0,1654.0,0.1006,3117.0,0.1895,210.0,0.0128,4.0,0.0002,0.0,0.0,0.0,0.0,3374.0,0.2051,5540.0,0.3368,84.0,0.0051,5.0,0.0003,0.0,0.0,0.0,0.0,5714.0,0.3474,1665.0,0.1012,14.0,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,1676.0,0.1019,940.0,0.0571,3.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,953.0,0.0579,551.0,0.0335,9.0,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,558.0,0.0339,1045.0,0.0635,20.0,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,1090.0,0.0663,15774.0,0.959,665.0,0.0404,34.0,0.0021,0.0,0.0,0.0,0.0,16448.0,1.0,16448.0
Kew,446.0,0.0564,66.0,0.0083,15.0,0.0019,0.0,0.0,0.0,0.0,623.0,0.0788,34.0,0.0043,0.0,0.0,3.0,0.0004,0.0,0.0,0.0,0.0,47.0,0.0059,17.0,0.0021,0.0,0.0,3.0,0.0004,0.0,0.0,0.0,0.0,23.0,0.0029,19.0,0.0024,3.0,0.0004,4.0,0.0005,0.0,0.0,0.0,0.0,49.0,0.0062,35.0,0.0044,9.0,0.0011,4.0,0.0005,0.0,0.0,0.0,0.0,65.0,0.0082,243.0,0.0307,58.0,0.0073,47.0,0.0059,0.0,0.0,0.0,0.0,406.0,0.0513,163.0,0.0206,45.0,0.0057,88.0,0.0111,0.0,0.0,0.0,0.0,376.0,0.0475,456.0,0.0576,154.0,0.0195,188.0,0.0238,0.0,0.0,0.0,0.0,893.0,0.1129,250.0,0.0316,114.0,0.0144,88.0,0.0111,0.0,0.0,0.0,0.0,571.0,0.0722,696.0,0.088,208.0,0.0263,52.0,0.0066,0.0,0.0,0.0,0.0,1029.0,0.1301,2428.0,0.307,298.0,0.0377,30.0,0.0038,0.0,0.0,0.0,0.0,2857.0,0.3612,458.0,0.0579,41.0,0.0052,13.0,0.0016,0.0,0.0,0.0,0.0,621.0,0.0785,5720.0,0.7231,1334.0,0.1686,766.0,0.0968,0.0,0.0,0.0,0.0,7910.0,1.0,7910.0
Kororoit,514.0,0.0413,7.0,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,530.0,0.0426,104.0,0.0084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0088,104.0,0.0084,3.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.009,203.0,0.0163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221.0,0.0178,344.0,0.0276,5.0,0.0004,5.0,0.0004,0.0,0.0,0.0,0.0,369.0,0.0297,1358.0,0.1091,67.0,0.0054,19.0,0.0015,0.0,0.0,0.0,0.0,1473.0,0.1184,1966.0,0.158,121.0,0.0097,30.0,0.0024,0.0,0.0,0.0,0.0,2184.0,0.1755,3305.0,0.2656,106.0,0.0085,0.0,0.0,0.0,0.0,0.0,0.0,3483.0,0.2799,1354.0,0.1088,26.0,0.0021,4.0,0.0003,0.0,0.0,0.0,0.0,1389.0,0.1116,826.0,0.0664,11.0,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,868.0,0.0698,447.0,0.0359,7.0,0.0006,6.0,0.0005,0.0,0.0,0.0,0.0,473.0,0.038,873.0,0.0702,11.0,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,907.0,0.0729,11744.0,0.9437,589.0,0.0473,86.0,0.0069,0.0,0.0,3.0,0.0002,12444.0,1.0,12444.0
Lara,342.0,0.0402,9.0,0.0011,0.0,0.0,0.0,0.0,0.0,0.0,372.0,0.0438,140.0,0.0165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0,0.0186,106.0,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,0.0128,254.0,0.0299,7.0,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,284.0,0.0334,448.0,0.0527,17.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,513.0,0.0603,1485.0,0.1747,57.0,0.0067,17.0,0.002,0.0,0.0,0.0,0.0,1586.0,0.1865,1647.0,0.1937,77.0,0.0091,4.0,0.0005,0.0,0.0,0.0,0.0,1790.0,0.2105,1710.0,0.2011,41.0,0.0048,0.0,0.0,0.0,0.0,0.0,0.0,1799.0,0.2116,539.0,0.0634,3.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,544.0,0.064,333.0,0.0392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351.0,0.0413,161.0,0.0189,4.0,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,167.0,0.0196,492.0,0.0579,10.0,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,499.0,0.0587,7940.0,0.9339,388.0,0.0456,75.0,0.0088,0.0,0.0,0.0,0.0,8502.0,1.0,8502.0
Laverton,342.0,0.0289,37.0,0.0031,4.0,0.0003,0.0,0.0,0.0,0.0,414.0,0.035,66.0,0.0056,0.0,0.0,4.0,0.0003,0.0,0.0,0.0,0.0,82.0,0.0069,45.0,0.0038,3.0,0.0003,3.0,0.0003,0.0,0.0,0.0,0.0,71.0,0.006,95.0,0.008,18.0,0.0015,6.0,0.0005,0.0,0.0,0.0,0.0,131.0,0.0111,198.0,0.0167,26.0,0.0022,14.0,0.0012,0.0,0.0,0.0,0.0,307.0,0.0259,944.0,0.0798,221.0,0.0187,51.0,0.0043,0.0,0.0,0.0,0.0,1262.0,0.1066,1610.0,0.136,403.0,0.0341,33.0,0.0028,0.0,0.0,0.0,0.0,2085.0,0.1762,2998.0,0.2533,471.0,0.0398,16.0,0.0014,0.0,0.0,0.0,0.0,3546.0,0.2996,1232.0,0.1041,113.0,0.0095,6.0,0.0005,0.0,0.0,0.0,0.0,1417.0,0.1197,769.0,0.065,50.0,0.0042,3.0,0.0003,0.0,0.0,0.0,0.0,870.0,0.0735,407.0,0.0344,24.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,478.0,0.0404,679.0,0.0574,67.0,0.0057,8.0,0.0007,0.0,0.0,0.0,0.0,837.0,0.0707,9803.0,0.8284,1750.0,0.1479,199.0,0.0168,0.0,0.0,0.0,0.0,11834.0,1.0,11834.0
Lowan,548.0,0.0698,3.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,550.0,0.0701,374.0,0.0477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380.0,0.0484,467.0,0.0595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,474.0,0.0604,850.0,0.1083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,856.0,0.1091,963.0,0.1227,0.0,0.0,10.0,0.0013,0.0,0.0,0.0,0.0,981.0,0.125,1787.0,0.2277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1816.0,0.2314,873.0,0.1113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,888.0,0.1132,600.0,0.0765,0.0,0.0,3.0,0.0004,0.0,0.0,0.0,0.0,611.0,0.0779,139.0,0.0177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,0.0177,118.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,0.015,77.0,0.0098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0098,383.0,0.0488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388.0,0.0494,7698.0,0.981,25.0,0.0032,19.0,0.0024,3.0,0.0004,0.0,0.0,7847.0,1.0,7847.0
Macedon,390.0,0.0387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404.0,0.0401,153.0,0.0152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,0.0152,140.0,0.0139,6.0,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,147.0,0.0146,268.0,0.0266,0.0,0.0,0.0,0.0,3.0,0.0003,0.0,0.0,277.0,0.0275,347.0,0.0344,3.0,0.0003,0.0,0.0,3.0,0.0003,0.0,0.0,359.0,0.0356,1201.0,0.1191,17.0,0.0017,0.0,0.0,5.0,0.0005,0.0,0.0,1233.0,0.1223,1478.0,0.1466,33.0,0.0033,4.0,0.0004,5.0,0.0005,0.0,0.0,1550.0,0.1537,2185.0,0.2167,11.0,0.0011,5.0,0.0005,12.0,0.0012,0.0,0.0,2237.0,0.2219,1151.0,0.1142,4.0,0.0004,0.0,0.0,4.0,0.0004,0.0,0.0,1184.0,0.1174,991.0,0.0983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1006.0,0.0998,723.0,0.0717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730.0,0.0724,550.0,0.0546,3.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,557.0,0.0552,9820.0,0.974,151.0,0.015,7.0,0.0007,29.0,0.0029,0.0,0.0,10082.0,1.0,10082.0
Malvern,254.0,0.035,54.0,0.0075,51.0,0.007,0.0,0.0,0.0,0.0,448.0,0.0618,15.0,0.0021,0.0,0.0,15.0,0.0021,0.0,0.0,0.0,0.0,54.0,0.0075,9.0,0.0012,0.0,0.0,10.0,0.0014,0.0,0.0,0.0,0.0,21.0,0.0029,7.0,0.001,5.0,0.0007,18.0,0.0025,0.0,0.0,0.0,0.0,49.0,0.0068,23.0,0.0032,4.0,0.0006,30.0,0.0041,0.0,0.0,0.0,0.0,91.0,0.0126,104.0,0.0144,24.0,0.0033,195.0,0.0269,3.0,0.0004,0.0,0.0,393.0,0.0542,80.0,0.011,27.0,0.0037,306.0,0.0422,3.0,0.0004,0.0,0.0,524.0,0.0723,238.0,0.0328,159.0,0.0219,415.0,0.0573,0.0,0.0,0.0,0.0,881.0,0.1216,168.0,0.0232,83.0,0.0115,218.0,0.0301,0.0,0.0,0.0,0.0,559.0,0.0771,429.0,0.0592,207.0,0.0286,209.0,0.0288,0.0,0.0,0.0,0.0,935.0,0.129,1707.0,0.2355,386.0,0.0533,189.0,0.0261,0.0,0.0,0.0,0.0,2326.0,0.321,309.0,0.0426,58.0,0.008,76.0,0.0105,0.0,0.0,0.0,0.0,471.0,0.065,3681.0,0.5079,1439.0,0.1986,2097.0,0.2894,29.0,0.004,0.0,0.0,7247.0,1.0,7247.0
Melbourne,3.0,0.0004,86.0,0.0102,266.0,0.0316,0.0,0.0,0.0,0.0,382.0,0.0454,6.0,0.0007,10.0,0.0012,31.0,0.0037,0.0,0.0,0.0,0.0,64.0,0.0076,0.0,0.0,4.0,0.0005,23.0,0.0027,0.0,0.0,0.0,0.0,27.0,0.0032,5.0,0.0006,12.0,0.0014,57.0,0.0068,0.0,0.0,0.0,0.0,91.0,0.0108,0.0,0.0,26.0,0.0031,125.0,0.0149,0.0,0.0,0.0,0.0,164.0,0.0195,7.0,0.0008,98.0,0.0116,835.0,0.0992,0.0,0.0,0.0,0.0,1008.0,0.1198,29.0,0.0034,121.0,0.0144,1151.0,0.1367,0.0,0.0,0.0,0.0,1353.0,0.1607,43.0,0.0051,257.0,0.0305,1458.0,0.1732,0.0,0.0,0.0,0.0,1823.0,0.2166,36.0,0.0043,161.0,0.0191,507.0,0.0602,0.0,0.0,0.0,0.0,799.0,0.0949,62.0,0.0074,299.0,0.0355,430.0,0.0511,0.0,0.0,0.0,0.0,817.0,0.0971,95.0,0.0113,381.0,0.0453,442.0,0.0525,0.0,0.0,0.0,0.0,962.0,0.1143,20.0,0.0024,75.0,0.0089,231.0,0.0274,0.0,0.0,0.0,0.0,375.0,0.0446,392.0,0.0466,1824.0,0.2167,6116.0,0.7266,6.0,0.0007,5.0,0.0006,8417.0,1.0,8417.0
Melton,391.0,0.0308,7.0,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,426.0,0.0336,123.0,0.0097,7.0,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0103,107.0,0.0084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0095,268.0,0.0211,11.0,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,308.0,0.0243,500.0,0.0394,22.0,0.0017,3.0,0.0002,0.0,0.0,0.0,0.0,517.0,0.0408,1975.0,0.1557,131.0,0.0103,13.0,0.001,0.0,0.0,0.0,0.0,2147.0,0.1693,3098.0,0.2443,71.0,0.0056,3.0,0.0002,0.0,0.0,0.0,0.0,3210.0,0.2531,3192.0,0.2517,22.0,0.0017,0.0,0.0,0.0,0.0,6.0,0.0005,3245.0,0.2559,706.0,0.0557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,709.0,0.0559,490.0,0.0386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,501.0,0.0395,281.0,0.0222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.0,0.0228,677.0,0.0534,11.0,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,693.0,0.0546,12203.0,0.9623,427.0,0.0337,23.0,0.0018,0.0,0.0,6.0,0.0005,12681.0,1.0,12681.0
Mildura,359.0,0.0463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.0,0.0503,216.0,0.0278,0.0,0.0,3.0,0.0004,0.0,0.0,0.0,0.0,237.0,0.0305,253.0,0.0326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.0,0.0338,575.0,0.0741,3.0,0.0004,7.0,0.0009,0.0,0.0,0.0,0.0,632.0,0.0815,786.0,0.1013,6.0,0.0008,10.0,0.0013,0.0,0.0,0.0,0.0,837.0,0.1079,1920.0,0.2475,17.0,0.0022,11.0,0.0014,0.0,0.0,0.0,0.0,2003.0,0.2582,1177.0,0.1517,10.0,0.0013,0.0,0.0,0.0,0.0,0.0,0.0,1201.0,0.1548,800.0,0.1031,4.0,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,822.0,0.106,193.0,0.0249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.0,0.0249,160.0,0.0206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,0.0211,86.0,0.0111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0111,455.0,0.0586,6.0,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,493.0,0.0635,7519.0,0.9692,153.0,0.0197,53.0,0.0068,0.0,0.0,0.0,0.0,7758.0,1.0,7758.0
Mill Park,381.0,0.038,12.0,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,409.0,0.0408,107.0,0.0107,5.0,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,137.0,0.0137,67.0,0.0067,0.0,0.0,4.0,0.0004,0.0,0.0,0.0,0.0,79.0,0.0079,210.0,0.0209,3.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,255.0,0.0254,326.0,0.0325,30.0,0.003,10.0,0.001,0.0,0.0,0.0,0.0,414.0,0.0413,1139.0,0.1136,166.0,0.0166,31.0,0.0031,0.0,0.0,0.0,0.0,1316.0,0.1313,1540.0,0.1536,213.0,0.0212,17.0,0.0017,0.0,0.0,0.0,0.0,1780.0,0.1776,2281.0,0.2276,237.0,0.0236,14.0,0.0014,0.0,0.0,0.0,0.0,2521.0,0.2515,1021.0,0.1019,27.0,0.0027,3.0,0.0003,0.0,0.0,0.0,0.0,1069.0,0.1066,565.0,0.0564,19.0,0.0019,0.0,0.0,0.0,0.0,0.0,0.0,611.0,0.061,329.0,0.0328,11.0,0.0011,0.0,0.0,0.0,0.0,0.0,0.0,375.0,0.0374,654.0,0.0652,68.0,0.0068,3.0,0.0003,0.0,0.0,0.0,0.0,740.0,0.0738,8871.0,0.885,1089.0,0.1086,92.0,0.0092,0.0,0.0,0.0,0.0,10024.0,1.0,10024.0
