district,SH_FHs_CF_no_C_n,SH_FHs_CF_C_n,SH_FHs_OnePF_n,SH_FHs_Oth_fam_n,SH_FHs_Tot_n,SH_Lone_P_H_n,SH_Group_H_n,SH_Tot_n,SDRTHT_1_S_FHs_CF_no_C_n,SDRTHT_1_S_FHs_CF_C_n,SDRTHT_1_S_FHs_OnePF_n,SDRTHT_1_S_FHs_Oth_fam_n,SDRTHT_1_S_FHs_Tot_n,SDRTHT_1_S_Lone_P_H_n,SDRTHT_1_S_Group_H_n,SDRTHT_1_S_Tot_n,SDRTHT_2more_S_FHs_CF_no_C_n,SDRTHT_2more_S_FHs_CF_C_n,SDRTHT_2more_S_FHs_OnePF_n,SDRTHT_2more_S_FHs_Oth_fam_n,SDRTHT_2more_S_FHs_Tot_n,SDRTHT_2more_S_Lone_P_H_n,SDRTHT_2more_S_Group_H_n,SDRTHT_2more_S_Tot_n,SDRTHT_Tot_FHs_CF_no_C_n,SDRTHT_Tot_FHs_CF_C_n,SDRTHT_Tot_FHs_OnePF_n,SDRTHT_Tot_FHs_Oth_fam_n,SDRTHT_Tot_FHs_Tot_n,SDRTHT_Tot_Lone_P_H_n,SDRTHT_Tot_Group_H_n,SDRTHT_Tot_Tot_n,FoA_1_or_2_SB_FHs_CF_no_C_n,FoA_1_or_2_SB_FHs_CF_C_n,FoA_1_or_2_SB_FHs_OnePF_n,FoA_1_or_2_SB_FHs_Oth_fam_n,FoA_1_or_2_SB_FHs_Tot_n,FoA_1_or_2_SB_Lone_P_H_n,FoA_1_or_2_SB_Group_H_n,FoA_1_or_2_SB_Tot_n,FoA_3SB_FHs_CF_no_C_n,FoA_3SB_FHs_CF_C_n,FoA_3SB_FHs_OnePF_n,FoA_3SB_FHs_Oth_fam_n,FoA_3SB_FHs_Tot_n,FoA_3SB_Lone_P_H_n,FoA_3SB_Group_H_n,FoA_3SB_Tot_n,FoA_4_to_8_SB_FHs_CF_no_C_n,FoA_4_to_8_SB_FHs_CF_C_n,FoA_4_to_8_SB_FHs_OnePF_n,FoA_4_to_8_SB_FHs_Oth_fam_n,FoA_4_to_8_SB_FHs_Tot_n,FoA_4_to_8_SB_Lone_P_H_n,FoA_4_to_8_SB_Group_H_n,FoA_4_to_8_SB_Tot_n,FoA_9moSB_FHs_CF_no_C_n,FoA_9moSB_FHs_CF_C_n,FoA_9moSB_FHs_OnePF_n,FoA_9moSB_FHs_Oth_fam_n,FoA_9moSB_FHs_Tot_n,FoA_9moSB_Lone_P_H_n,FoA_9moSB_Group_H_n,FoA_9moSB_Tot_n,FoA_Att_to_hous_FHs_CF_no_C_n,FoA_Att_to_hous_FHs_CF_C_n,FoA_Att_to_hous_FHs_OnePF_n,FoA_Att_to_hous_FHs_Oth_fam_n,FoA_Att_to_hous_FHs_Tot_n,FoA_Att_to_hous_Lone_P_H_n,FoA_Att_to_hous_Group_H_n,FoA_Att_to_hous_Tot_n,FoA_Tot_FHs_CF_no_C_n,FoA_Tot_FHs_CF_C_n,FoA_Tot_FHs_OnePF_n,FoA_Tot_FHs_Oth_fam_n,FoA_Tot_FHs_Tot_n,FoA_Tot_Lone_P_H_n,FoA_Tot_Group_H_n,FoA_Tot_Tot_n,OD_C_FHs_CF_no_C_n,OD_C_FHs_CF_C_n,OD_C_FHs_OnePF_n,OD_C_FHs_Oth_fam_n,OD_C_FHs_Tot_n,OD_C_Lone_P_H_n,OD_C_Group_H_n,OD_C_Tot_n,OD_CH_FHs_CF_no_C_n,OD_CH_FHs_CF_C_n,OD_CH_FHs_OnePF_n,OD_CH_FHs_Oth_fam_n,OD_CH_FHs_Tot_n,OD_CH_Lone_P_H_n,OD_CH_Group_H_n,OD_CH_Tot_n,OD_Imp_home_T_SO_FHs_CF_no_C_n,OD_Imp_home_T_SO_FHs_CF_C_n,OD_Imp_home_T_SO_FHs_OnePF_n,OD_Imp_home_T_SO_FHs_Oth_fam_n,OD_Imp_home_T_SO_FHs_Tot_n,OD_Imp_home_T_SO_Lone_P_H_n,OD_Imp_home_T_SO_Group_H_n,OD_Imp_home_T_SO_Tot_n,OD_HorF_at_to_S_O_FHs_CF_no_C_n,OD_HorF_at_to_S_O_FHs_CF_C_n,OD_HorF_at_to_S_O_FHs_OnePF_n,OD_HorF_at_to_S_O_FHs_Oth_fam_n,OD_HorF_at_to_S_O_FHs_Tot_n,OD_HorF_at_to_S_O_Lone_P_H_n,OD_HorF_at_to_S_O_Group_H_n,OD_HorF_at_to_S_O_Tot_n,OD_Tot_FHs_CF_no_C_n,OD_Tot_FHs_CF_C_n,OD_Tot_FHs_OnePF_n,OD_Tot_FHs_Oth_fam_n,OD_Tot_FHs_Tot_n,OD_Tot_Lone_P_H_n,OD_Tot_Group_H_n,OD_Tot_Tot_n,DS_NS_FHs_CF_no_C_n,DS_NS_FHs_CF_C_n,DS_NS_FHs_OnePF_n,DS_NS_FHs_Oth_fam_n,DS_NS_FHs_Tot_n,DS_NS_Lone_P_H_n,DS_NS_Group_H_n,DS_NS_Tot_n,Tot_FHs_CF_no_C_n,Tot_FHs_CF_C_n,Tot_FHs_OnePF_n,Tot_FHs_Oth_fam_n,Tot_FHs_Tot_n,Tot_Lone_P_H_n,Tot_Group_H_n,Tot_Tot_n,Tot_Tot_total
Prahran,848.0,887.0,227.0,13.0,1995.0,692.0,228.0,3019.0,812.0,487.0,153.0,22.0,1563.0,766.0,342.0,2652.0,655.0,396.0,148.0,10.0,1264.0,565.0,208.0,2006.0,1430.0,1008.0,302.0,42.0,2785.0,1301.0,568.0,4674.0,759.0,232.0,102.0,29.0,1202.0,1418.0,309.0,2897.0,1908.0,387.0,177.0,82.0,2719.0,4369.0,810.0,7915.0,1476.0,257.0,186.0,60.0,2099.0,3383.0,448.0,5958.0,3701.0,924.0,537.0,192.0,5392.0,6389.0,855.0,12667.0,3.0,0.0,0.0,0.0,4.0,7.0,0.0,14.0,7980.0,1911.0,1090.0,372.0,11460.0,15530.0,2492.0,29444.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,8.0,0.0,0.0,51.0,42.0,9.0,126.0,38.0,8.0,0.0,0.0,51.0,42.0,9.0,126.0,3.0,0.0,0.0,0.0,10.0,9.0,0.0,27.0,10308.0,3736.0,1670.0,507.0,16325.0,17698.0,3348.0,37345.0,37345.0
Preston,4418.0,6049.0,2140.0,324.0,12951.0,4115.0,1062.0,18095.0,1084.0,758.0,464.0,67.0,2549.0,2492.0,296.0,5399.0,1139.0,785.0,329.0,61.0,2367.0,985.0,228.0,3669.0,2216.0,1655.0,838.0,149.0,4909.0,3522.0,618.0,9077.0,163.0,75.0,69.0,11.0,358.0,523.0,53.0,1004.0,73.0,35.0,14.0,3.0,135.0,190.0,29.0,362.0,110.0,47.0,45.0,13.0,204.0,264.0,36.0,514.0,19.0,11.0,4.0,3.0,44.0,48.0,11.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,171.0,146.0,37.0,788.0,1036.0,142.0,1975.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,6.0,12.0,0.0,70.0,57.0,15.0,159.0,17.0,6.0,12.0,0.0,70.0,57.0,15.0,159.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,7.0,7036.0,7901.0,3192.0,560.0,18713.0,8820.0,1873.0,29346.0,29346.0
Richmond,1077.0,1079.0,291.0,30.0,2552.0,700.0,476.0,3718.0,1543.0,999.0,247.0,58.0,2954.0,1331.0,793.0,5026.0,1493.0,1011.0,281.0,43.0,2960.0,1178.0,857.0,4980.0,3074.0,2004.0,624.0,126.0,5847.0,2513.0,1606.0,10022.0,499.0,112.0,28.0,4.0,733.0,1082.0,197.0,2059.0,820.0,178.0,153.0,25.0,1282.0,1870.0,259.0,3483.0,1868.0,363.0,167.0,70.0,2508.0,2959.0,490.0,5945.0,1335.0,481.0,608.0,111.0,2565.0,2616.0,353.0,5523.0,0.0,4.0,0.0,0.0,8.0,6.0,8.0,15.0,4544.0,1203.0,1029.0,231.0,7070.0,8536.0,1387.0,17029.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,15.0,3.0,0.0,115.0,72.0,32.0,246.0,66.0,15.0,3.0,0.0,115.0,72.0,32.0,246.0,1.0,0.0,0.0,0.0,1.0,15.0,0.0,20.0,8879.0,4375.0,1936.0,504.0,15611.0,11911.0,3524.0,31081.0,31081.0
Ringwood,5622.0,8937.0,2294.0,169.0,17162.0,5059.0,707.0,22907.0,900.0,714.0,367.0,20.0,2114.0,1765.0,140.0,4086.0,381.0,521.0,169.0,0.0,1218.0,360.0,65.0,1680.0,1280.0,1326.0,583.0,39.0,3310.0,2196.0,219.0,5779.0,39.0,32.0,12.0,0.0,115.0,98.0,17.0,240.0,135.0,37.0,34.0,4.0,220.0,218.0,16.0,446.0,223.0,78.0,73.0,3.0,378.0,449.0,34.0,876.0,22.0,4.0,5.0,0.0,27.0,40.0,0.0,74.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,17.0,420.0,157.0,127.0,18.0,760.0,809.0,62.0,1656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,7390.0,10458.0,3040.0,279.0,21231.0,8118.0,1075.0,30367.0,30367.0
Ripon,7920.0,6810.0,2615.0,139.0,17509.0,6957.0,582.0,25133.0,94.0,21.0,40.0,0.0,210.0,611.0,3.0,847.0,0.0,0.0,5.0,0.0,10.0,35.0,0.0,59.0,103.0,19.0,52.0,4.0,239.0,632.0,7.0,903.0,17.0,0.0,9.0,0.0,34.0,124.0,0.0,165.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,9.0,0.0,34.0,135.0,0.0,171.0,12.0,3.0,6.0,0.0,20.0,86.0,0.0,124.0,21.0,0.0,0.0,0.0,27.0,41.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,4.0,9.0,0.0,45.0,24.0,0.0,81.0,63.0,10.0,19.0,0.0,93.0,176.0,0.0,305.0,5.0,0.0,0.0,0.0,5.0,8.0,0.0,23.0,8188.0,6888.0,2690.0,155.0,17967.0,7941.0,615.0,26559.0,26559.0
Rowville,5480.0,10302.0,2262.0,155.0,18205.0,2682.0,323.0,21301.0,514.0,143.0,44.0,0.0,747.0,903.0,12.0,1657.0,183.0,332.0,117.0,0.0,683.0,209.0,14.0,920.0,722.0,482.0,174.0,3.0,1430.0,1115.0,24.0,2571.0,0.0,3.0,4.0,0.0,3.0,33.0,0.0,43.0,11.0,4.0,3.0,0.0,19.0,31.0,5.0,51.0,25.0,13.0,18.0,5.0,70.0,92.0,4.0,162.0,40.0,6.0,20.0,0.0,63.0,102.0,5.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,72.0,29.0,49.0,5.0,160.0,256.0,14.0,433.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,6249.0,10825.0,2485.0,177.0,19863.0,4071.0,384.0,24388.0,24388.0
Sandringham,3683.0,6387.0,1129.0,41.0,11379.0,2259.0,121.0,13779.0,967.0,548.0,350.0,10.0,1975.0,1786.0,53.0,3844.0,890.0,823.0,216.0,6.0,2024.0,559.0,19.0,2566.0,1838.0,1389.0,640.0,20.0,3942.0,2341.0,106.0,6413.0,385.0,141.0,131.0,3.0,708.0,895.0,41.0,1703.0,298.0,60.0,70.0,6.0,452.0,446.0,39.0,904.0,352.0,113.0,105.0,3.0,577.0,742.0,43.0,1380.0,118.0,27.0,43.0,0.0,197.0,218.0,7.0,429.0,0.0,0.0,6.0,0.0,3.0,3.0,0.0,6.0,1160.0,365.0,371.0,24.0,1946.0,2332.0,134.0,4459.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,15.0,22.0,0.0,80.0,74.0,0.0,181.0,42.0,15.0,22.0,0.0,80.0,74.0,0.0,181.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,6792.0,8219.0,2221.0,116.0,17359.0,7038.0,457.0,24859.0,24859.0
Shepparton,6881.0,7466.0,3032.0,169.0,17636.0,5865.0,708.0,24228.0,371.0,167.0,161.0,14.0,821.0,1443.0,60.0,2320.0,28.0,13.0,3.0,0.0,52.0,30.0,3.0,110.0,406.0,171.0,171.0,14.0,870.0,1483.0,64.0,2422.0,14.0,3.0,3.0,0.0,7.0,41.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0,3.0,0.0,7.0,57.0,0.0,75.0,34.0,0.0,5.0,0.0,48.0,139.0,5.0,200.0,11.0,0.0,3.0,0.0,14.0,58.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,51.0,0.0,0.0,0.0,66.0,136.0,0.0,206.0,102.0,4.0,10.0,0.0,141.0,361.0,5.0,513.0,3.0,3.0,0.0,0.0,11.0,7.0,0.0,22.0,7463.0,7690.0,3282.0,210.0,18669.0,7816.0,788.0,27320.0,27320.0
South Barwon,6580.0,8738.0,2306.0,170.0,17932.0,4281.0,1088.0,23276.0,449.0,213.0,151.0,0.0,839.0,1302.0,36.0,2209.0,70.0,41.0,47.0,0.0,163.0,148.0,9.0,363.0,555.0,244.0,200.0,0.0,1055.0,1477.0,42.0,2597.0,7.0,0.0,0.0,0.0,12.0,18.0,6.0,47.0,5.0,0.0,0.0,0.0,5.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,12.0,0.0,0.0,0.0,17.0,35.0,6.0,64.0,6.0,0.0,0.0,0.0,6.0,13.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,8.0,13.0,0.0,29.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,12.0,7201.0,9024.0,2567.0,204.0,19007.0,5857.0,1188.0,26029.0,26029.0
South-West Coast,7645.0,6974.0,2575.0,184.0,17443.0,5979.0,621.0,24151.0,293.0,64.0,136.0,4.0,582.0,1179.0,45.0,1817.0,108.0,39.0,40.0,0.0,179.0,168.0,0.0,413.0,385.0,130.0,159.0,7.0,819.0,1382.0,40.0,2243.0,80.0,14.0,35.0,0.0,170.0,411.0,13.0,624.0,15.0,0.0,3.0,0.0,20.0,36.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,17.0,38.0,0.0,187.0,445.0,13.0,680.0,8.0,0.0,0.0,0.0,17.0,22.0,0.0,35.0,16.0,0.0,8.0,0.0,29.0,57.0,4.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0.0,0.0,31.0,0.0,0.0,42.0,36.0,6.0,8.0,0.0,76.0,91.0,4.0,172.0,0.0,0.0,0.0,0.0,8.0,6.0,0.0,21.0,8245.0,7179.0,2882.0,206.0,18623.0,7927.0,712.0,27297.0,27297.0
St Albans,4089.0,7050.0,3258.0,344.0,14791.0,3546.0,710.0,19092.0,260.0,386.0,237.0,10.0,1023.0,501.0,52.0,1714.0,327.0,511.0,238.0,24.0,1162.0,311.0,94.0,1595.0,651.0,931.0,535.0,44.0,2226.0,851.0,176.0,3243.0,229.0,272.0,145.0,34.0,699.0,463.0,51.0,1238.0,6.0,0.0,5.0,0.0,6.0,19.0,0.0,31.0,32.0,5.0,4.0,3.0,50.0,68.0,5.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,8.0,0.0,20.0,267.0,286.0,162.0,37.0,779.0,559.0,56.0,1417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,27.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,11.0,13.0,3.0,29.0,14.0,0.0,0.0,0.0,20.0,46.0,3.0,64.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,5103.0,8286.0,3991.0,479.0,17865.0,5047.0,1009.0,23972.0,23972.0
Sunbury,5356.0,7674.0,2613.0,185.0,15933.0,3783.0,341.0,20131.0,326.0,204.0,186.0,15.0,760.0,872.0,55.0,1735.0,105.0,79.0,53.0,0.0,252.0,151.0,8.0,428.0,436.0,285.0,251.0,18.0,1023.0,1024.0,67.0,2138.0,186.0,56.0,114.0,12.0,386.0,597.0,39.0,1035.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.0,56.0,116.0,12.0,389.0,600.0,39.0,1035.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6016.0,8053.0,3023.0,234.0,17379.0,5430.0,468.0,23342.0,23342.0
Sydenham,3996.0,11141.0,2475.0,125.0,17757.0,2153.0,213.0,20183.0,458.0,596.0,314.0,12.0,1430.0,651.0,12.0,2133.0,207.0,395.0,252.0,30.0,931.0,279.0,43.0,1255.0,699.0,956.0,588.0,47.0,2354.0,925.0,62.0,3404.0,31.0,33.0,19.0,0.0,67.0,179.0,4.0,251.0,16.0,12.0,5.0,0.0,28.0,44.0,3.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,46.0,24.0,0.0,98.0,226.0,7.0,326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,3.0,0.0,0.0,3.0,4714.0,12174.0,3056.0,196.0,20248.0,3316.0,298.0,23912.0,23912.0
Tarneit,4810.0,12676.0,2724.0,299.0,20634.0,3105.0,735.0,24454.0,396.0,755.0,207.0,0.0,1466.0,411.0,21.0,1987.0,77.0,154.0,61.0,9.0,350.0,120.0,7.0,562.0,490.0,982.0,313.0,9.0,1851.0,553.0,36.0,2550.0,148.0,114.0,93.0,0.0,411.0,439.0,8.0,888.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,29.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,114.0,93.0,0.0,417.0,477.0,8.0,937.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,5565.0,13808.0,3198.0,362.0,22941.0,4201.0,855.0,28016.0,28016.0
Thomastown,4826.0,9660.0,3011.0,302.0,17777.0,3818.0,568.0,22194.0,182.0,238.0,102.0,11.0,619.0,398.0,32.0,1070.0,276.0,372.0,194.0,21.0,924.0,306.0,50.0,1317.0,478.0,634.0,304.0,44.0,1557.0,708.0,101.0,2408.0,185.0,193.0,112.0,13.0,549.0,359.0,53.0,928.0,10.0,4.0,4.0,0.0,20.0,46.0,0.0,66.0,42.0,0.0,4.0,0.0,43.0,79.0,0.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.0,197.0,120.0,13.0,609.0,484.0,53.0,1117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5654.0,10467.0,3445.0,354.0,20000.0,5064.0,753.0,25777.0,25777.0
Warrandyte,5795.0,9735.0,2048.0,90.0,17685.0,3005.0,240.0,21058.0,215.0,270.0,134.0,5.0,635.0,519.0,16.0,1208.0,278.0,667.0,158.0,0.0,1157.0,215.0,16.0,1392.0,560.0,977.0,302.0,13.0,1868.0,743.0,46.0,2656.0,161.0,203.0,77.0,13.0,463.0,284.0,8.0,767.0,54.0,36.0,36.0,0.0,142.0,94.0,0.0,250.0,95.0,54.0,43.0,3.0,197.0,133.0,11.0,344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337.0,292.0,164.0,11.0,823.0,536.0,18.0,1364.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6691.0,11007.0,2518.0,136.0,20368.0,4270.0,302.0,25092.0,25092.0
Wendouree,6079.0,6214.0,3205.0,236.0,15851.0,6011.0,840.0,22637.0,580.0,278.0,346.0,18.0,1298.0,2186.0,114.0,3707.0,68.0,32.0,58.0,0.0,159.0,152.0,31.0,401.0,693.0,307.0,406.0,18.0,1525.0,2374.0,146.0,4102.0,80.0,20.0,41.0,0.0,156.0,540.0,11.0,740.0,13.0,0.0,4.0,0.0,33.0,44.0,7.0,75.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,100.0,26.0,49.0,0.0,192.0,585.0,20.0,829.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,8.0,0.0,23.0,3.0,0.0,0.0,0.0,3.0,8.0,0.0,23.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,24.0,6939.0,6584.0,3755.0,283.0,17542.0,9045.0,1058.0,27646.0,27646.0
Werribee,5469.0,10611.0,3509.0,309.0,19979.0,4348.0,731.0,25071.0,394.0,396.0,244.0,14.0,1110.0,1076.0,76.0,2277.0,113.0,116.0,79.0,0.0,381.0,165.0,39.0,594.0,505.0,538.0,345.0,14.0,1495.0,1241.0,129.0,2905.0,20.0,20.0,18.0,0.0,61.0,68.0,0.0,137.0,0.0,7.0,0.0,0.0,6.0,10.0,0.0,29.0,12.0,0.0,9.0,0.0,19.0,10.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,27.0,27.0,0.0,85.0,95.0,0.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,6071.0,11217.0,3953.0,357.0,21598.0,5741.0,879.0,28184.0,28184.0
Williamstown,3995.0,6184.0,1618.0,181.0,12103.0,3232.0,371.0,15739.0,733.0,490.0,233.0,13.0,1507.0,1290.0,35.0,2876.0,1281.0,1599.0,460.0,17.0,3423.0,890.0,111.0,4492.0,1979.0,2108.0,743.0,26.0,4908.0,2230.0,194.0,7373.0,188.0,75.0,83.0,10.0,421.0,692.0,39.0,1192.0,44.0,23.0,18.0,0.0,104.0,159.0,6.0,261.0,88.0,16.0,20.0,4.0,155.0,193.0,3.0,355.0,52.0,12.0,31.0,0.0,93.0,154.0,3.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0,131.0,158.0,10.0,787.0,1219.0,60.0,2090.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,35.0,20.0,3.0,59.0,0.0,0.0,5.0,0.0,35.0,20.0,3.0,59.0,3.0,0.0,0.0,0.0,10.0,10.0,0.0,20.0,6455.0,8496.0,2535.0,302.0,17770.0,6790.0,738.0,25272.0,25272.0
Yan Yean,4780.0,10701.0,2769.0,144.0,18363.0,2926.0,320.0,21660.0,220.0,205.0,84.0,0.0,571.0,279.0,0.0,898.0,101.0,114.0,85.0,0.0,336.0,143.0,14.0,535.0,327.0,336.0,187.0,8.0,928.0,441.0,14.0,1446.0,10.0,8.0,18.0,0.0,42.0,46.0,0.0,88.0,10.0,3.0,12.0,0.0,30.0,22.0,3.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,11.0,25.0,0.0,68.0,69.0,3.0,152.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,3.0,0.0,8.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,6.0,5155.0,11071.0,2991.0,158.0,19398.0,3490.0,344.0,23336.0,23336.0
